item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
totalstation-tools,Tools to use and manipulate total station data,https://github.com/WiseLabCMU/totalstation-tools,,,,,,,,,,,,,,WiseLabCMU,,,,,,Packages and libraries,Python,Drivers and IO,,,,,,https://archive.org/details/github.com-WiseLabCMU-totalstation-tools_-_2018-03-10_20-40-09
AtlantGIS,"Faked GIS-Datasets, simulating an island in the Atlantic for educational purposes in using GIS in archaeology",https://github.com/kacebe/AtlantGIS,,,,,,,,,,,,,,kacebe,,,,,,Lists and datasets,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-kacebe-AtlantGIS_-_2020-11-18_10-27-26
GIS-Projects,GIS Projects for teaching and learning about Computational Archaeology,https://github.com/isaacullah/GIS-Projects,,,,,,,,,,,,,,isaacullah,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-isaacullah-GIS-Projects_-_2018-06-22_16-38-00
ODATE,"An introduction to the issues, methods, and techniques of digital archaeology, integrated with working code and virtual computing environments or 'notebooks' written in Python or R.",https://github.com/o-date/draft,,,,,,,,,,,https://o-date.github.io/,,,o-date,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-o-date-draft_-_2020-07-11_17-25-37
Digital Encyclopedia of Archaeologists,A webpage containing brief biographical information about some iconic archaeologists.,https://github.com/msu-anthropology/deoa,,,,,,,,,,,,,,msu-anthropology,,,,,,Lists and datasets,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-msu-anthropology-deoa_-_2017-11-29_06-22-59
A Mobile Data-Collection Workflow for Archaeologists,A list of tools and resource for data collection and processing in the field.,,,,,,,,http://isaacullah.github.io/A-mobile-field-data-collection-workflow/,,,,,,,isaacullah,,,,,,Guides,,Educational resources and practical guides,,,,,,
a-scientific-computing-environment-for-archaeology.txt,"Scientific Computing Environment for archaeology: Installing R, Rstudio and other things on a lightweight Linux in a VirtualBox virtual machine",,https://gist.github.com/benmarwick/11204658,,,,,,,,,,,,,benmarwick,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/gist.github.com-11204658_-_2018-05-14_19-32-35
grass-arch,A LaTeX textbook devoted to explain how archaeologists can work with GRASS GIS,https://github.com/fradeve/grass-arch,,,,,,,,,,,,,,fradeve,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-fradeve-grass-arch_-_2013-07-17_17-19-06
teaching-rome,"A collection of texts, 3d models, and maybe other resources useful for teaching about the Roman Empire.",https://github.com/sfsheath/teaching-rome,,,,,,,,,,,,,,sfsheath,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-sfsheath-teaching-rome_-_2017-09-21_03-53-33
vitutr,"A page for video tutorials on R, specifically for archaeology",https://github.com/MartinHinz/vitutr,,,,,,,,,,,,,,MartinHinz,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-MartinHinz-vitutr_-_2019-07-10_07-18-25
pred_map_tut,A tutorial for (archaeological) predictive mapping using r,https://github.com/archca/pred_map_tut,,,,,,,,,,,https://archca.github.io/pred_map_tut/index.html,,,archca,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-archca-pred_map_tut_-_2019-02-08_12-56-28
DIYFieldworkDatabase,Documenting and sharing my ad-hoc fieldwork database setup,https://github.com/zackbatist/DIYFieldworkDatabase,,,,,,,,,,,,,,zackbatist,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/zackbatist-DIYFieldworkDatabase_-_2018-07-28_05-00-47
archaeo-db-workshop,Information and guidelines for a workshop about managing archaeological databases,https://github.com/zackbatist/archaeo-db-workshop,,,,,,,,,,,,,,zackbatist,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-zackbatist-archaeo-db-workshop_-_2019-01-27_20-31-39
svg-pottery,"A set of best practices, how-tos and implementations for publishing pottery drawings on the Web",,,,,,,,,,,https://codeberg.org/steko/svg-pottery,,,,steko,,,,,,Guides,,Educational resources and practical guides,Ceramic analysis,,,,,https://archive.org/details/codeberg.org-steko-svg-pottery_-_2020-04-05_22-34-18
LA_ICP_MS-Routines_FMNH,Routines to read and analyze LA-ICP-MS data from the Field Museum's Elemental Analysis Facility,https://github.com/ajupton/LA_ICP_MS-Routines_FMNH,,,,,,,,,,,,,,ajupton,,,,,,Scripts,R,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-ajupton-LA_ICP_MS-Routines_FMNH_-_2018-10-20_19-02-22
archaeology_on_wikipedia.R,How does wikipedia see archaeology?,,https://gist.github.com/benmarwick/0d5e6526604e755b556f,,,,,,,,,,,,,benmarwick,,,,,,Products,,Public archaeology,,,,,,https://archive.org/details/gist.github.com-0d5e6526604e755b556f_-_2015-09-22_16-54-45
tweet-edits-to-archaeology-articles.R,Using R with wikipedia for various things,,https://gist.github.com/benmarwick/ac394fd61f481393b0ae,,,,,,,,,,,,,benmarwick,,,,,,Products,,Public archaeology,,,,,,https://archive.org/details/gist.github.com-ac394fd61f481393b0ae_-_2020-06-14_18-15-41
dayofarchaeology,A Distant Reading of the Day of Archaeology,https://github.com/benmarwick/dayofarchaeology,,,,,,,,,,,,,,benmarwick,,,,,,Products,,Public archaeology,,,,,,https://archive.org/details/github.com-benmarwick-dayofarchaeology_-_2014-05-29_16-19-44
dayofarchaeology,export of posts from dayofarchaeology.com,https://github.com/drmattlaw/dayofarchaeology,,,,,,,,,,,,,,drmattlaw,,,,,,Lists and datasets,,Public archaeology,,,,,,https://archive.org/details/github.com-drmattlaw-dayofarchaeology_-_2018-09-20_19-17-11
maacgis,Climate Response and Virginia Archaeology: Maps from Different Points of View,https://github.com/aejolene/maacgis,,,,,,,,,,,https://aejolene.github.io/maacgis/,,,aejolene,,,,,,Products,,Public policy and civic action,,,,,,https://archive.org/details/github.com-aejolene-maacgis_-_2018-03-15_19-42-30
disastermap,Proof of concept map for disaster response and archaeology,https://github.com/aejolene/disastermap,,,,,,,,,,,https://aejolene.github.io/disastermap/,,,aejolene,,,,,,Products,,Public policy and civic action,,,,,,https://archive.org/details/github.com-aejolene-disastermap_-_2017-10-31_22-24-16
sipontomedievale,"This repo contains the code for an interactive website created to illustrate historical background, findings and data of the Siponto excavation site (Manfredonia, Italy)",https://github.com/fradeve/sipontomedievale,,,,,,,,,,,,,,fradeve,,,,,,Products,,Public archaeology,,,,,,https://archive.org/details/github.com-fradeve-sipontomedievale_-_2015-03-14_12-20-54
ArchaeologyAdventure,A simple adventure game in Unity2D. Revolves around being an archaeologist exploring some ruin and digging up treasure/fossils,https://github.com/Camology/ArchaeologyAdventure,,,,,,,,,,,,,,Camology,,,,,,Products,,Games,,,,,,https://archive.org/details/github.com-Camology-ArchaeologyAdventure_-_2018-06-06_19-54-37
gods_on_the_barge,"Inspired by the research project of historiography of ancient Graeco-Roman religions, the main goal is to spread a selected cult successfully across the ancient Mediterranean",https://github.com/adammertel/gods-on-the-barge,,,,,,,,,,,http://www.coffeegnome.net/godsonthebarge/,,,adammertel,,,,,,Products,,Games,,,,,,https://archive.org/details/github.com-adammertel-gods-on-the-barge_-_2020-08-07_18-19-26
anatolia-bibliography-map,"The goal of this project is to spatially locate bibliographic resources regarding the archaeology of Anatolia (modern Turkey). This takes the bibliography of archaeology to the next level by showing not only the topics and authors, but where the archaeological research is being done.",https://github.com/anatolian/anatolia-bibliography-map,,,,,,,,,,,,,,anatolian,,,,,,Standalone software,,Writing,,,,,,https://archive.org/details/github.com-anatolian-anatolia-bibliography-map_-_2017-01-11_17-57-08
open-archaeo,A list of open source archaeological software and resources.,https://github.com/zackbatist/open-archaeo,,,,,,,,,,,https://open-archaeo.info/,10.5334/joad.111,10.5281/zenodo.8299651,zackbatist,,,,,,Lists and datasets,,Lists,,,,,,https://archive.org/details/github.com-zackbatist-open-archaeo_-_2021-01-29_16-09-17
archaeology,A directory of GitHub projects by OR for archaeologists.,https://github.com/archaeology/archaeology,,,,,,,,,,,,,,steko,,,,,,Lists and datasets,,Lists,,,,,,https://archive.org/details/github.com-archaeology-archaeology_-_2018-04-30_23-20-05
ctv-archaeology,This CRAN Task View contains a list of packages useful for scientific work in Archaeology.,https://github.com/benmarwick/ctv-archaeology,,,,,,,,,,,,,,benmarwick,,,,,,Lists and datasets,,Lists,,,,,,https://archive.org/details/github.com-benmarwick-ctv-archaeology_-_2021-02-01_07-08-47
Open Access Archaeology,OpenAccessArchaeology.org is dedicated to helping people discover and use Open Access resources in the field of Archaeology.,,,,,,https://twitter.com/OpenAccessArch,,,,,,http://www.openaccessarchaeology.org/,,,Doug Rocks-Macqueen,Lorna Richardson,Emma O'Riordan,Katrina Urban,,,Lists and datasets,,Lists,,,,,,
Tools for Quantitative Archaeology,"Keith KintighTools for Quantitative Archaeology TFQA, is a package of more than 45 PC programs developed to satisfy several unusual analytical needs of archaeologists.",,,,,,,,,,,,http://tfqa.com/,,,kintigh,,,,,,Lists and datasets,,Lists,,,,,,
Isaac's List of FOSS tools for academics... and what to use them for!,An annotated list of open source tools for academics.,,,,,,,,http://isaacullah.github.io/List-of-FOSS-tools-for-academics/,,,,,,,isaacullah,,,,,,Lists and datasets,,Lists,,,,,,
levant-zooarch,Table of faunal analyses from archaeological sites in the Levant.,https://github.com/sarahkansa/levant-zooarch,,,,,,,,,,,,,,sarahkansa,,,,,,Lists and datasets,,Lists,,,,,,https://archive.org/details/github.com-sarahkansa-levant-zooarch_-_2015-01-15_06-52-11
Roundup of Resources on Ancient Geography,Included in the following list are links to digital project dealing with geography and the ancient world.,,,,,,https://twitter.com/AWOL_tweets,,http://ancientworldonline.blogspot.com/2012/09/roundup-of-resources-on-ancient.html,,,,,,,Charles E. Jones,,,,,,Lists and datasets,,Lists,,,,,,
The AWOL Index,This publication systematically describes ancient-world information resources on the world-wide web. The bibliographic data presented herein has been programmatically extracted from the content of AWOL - The Ancient World Online (ISSN 2156-2253) and formatted in accordance with a structured data model.,,,,,,,,,,,,http://isaw.nyu.edu/publications/awol-index/,,,Charles E. Jones,Tom Elliott,,,,,Lists and datasets,,Lists,,,,,,
gitMuseum,"A repository listing Museums active on GitHub, written in Rstats.",https://github.com/BritishMuseum/gitMuseum,,,,,,,,,,,,,,BritishMuseum,,,,,,Lists and datasets,,Lists,,,,,,https://archive.org/details/github.com-BritishMuseum-gitMuseum_-_2016-04-11_13-28-49
OpenArchaeology.net,"Open Archaeology hosts a number of sub-projects that while functional at a component level are intended to interoperate creating a complete AIS (Archaeological Information System), including the components necessary to manage the organisation carrying out the archaeology.",,,,,https://launchpad.net/openarchaeology,,,,,,,,,,openarchaeology,,,,,,Lists and datasets,,Lists,,,,,,
cca,Colossal Cave Adventure digital palaeography and epigraphy project.,https://github.com/adreinhard/cca,,,,,,,,,,,,,,adreinhard,,,,,,Products,,Games,,,,,,https://archive.org/details/github.com-adreinhard-cca_-_2019-01-09_15-37-54
archaeology-grand-challenges.r,Sketch of a look at the 'grand challenges' of Kintigh et al. 2014.,,,https://gist.github.com/benmarwick/d3eb3167ccb2116197ca,,,,,,,,,,,,benmarwick,,,,,,Products,,API interfaces and web scrapers,,,,,,https://archive.org/details/gist.github.com-d3eb3167ccb2116197ca_-_2015-08-29_14-00-53
caa2019_halfway_house,"This poster presents an approach that helps archaeological projects maintain an authoritative database, while retaining the flexibility and accessibility needed for ongoing research with multiple collaborators, by implementing a server-client architecture to maintain a single, consistent research database.",https://github.com/joeroe/caa2019_halfway_house,,,,,,,,,,,,,,joeroe,,,,,,Guides,,Data management,,,,,,https://archive.org/details/github.com-joeroe-caa2019_halfway_house_-_2019-04-23_10-08-49
signboardr,Extract text from archaeological photos containing a sign board and tag as metadata.,https://github.com/mrecos/signboardr,,,,,,,,,,,,,,mrecos,,,,,,Packages and libraries,R,Shape recognition,Photography,,,,,https://archive.org/details/github.com-mrecos-signboardr_-_2017-11-04_00-39-27
Ceramic_Dashboard,Dashboard showing ceramic EDA and interaction network construction in the Late Prehistoric Central Illinois River Valley.,https://github.com/ajupton/Ceramic_Dashboard,,,,,,,,,,,https://aupton.shinyapps.io/CeramicDashboard/,,,ajupton,,,,,,Products,,API interfaces and web scrapers,Data management,Ceramic analysis,,,,https://archive.org/details/github.com-ajupton-Ceramic_Dashboard_-_2019-07-18_16-24-44
missing,You have a sequence of numbered items and want to check if any are missing.,,,,,,,,,,,https://codeberg.org/steko/missing,,,,steko,,,,,,Scripts,Python,Bits and bobs,,,,,,https://archive.org/details/codeberg.org-steko-missing_-_2020-02-10_10-18-09
soiltexture,"The Soil Texture Wizard is a set of R functions designed to produce texture triangles (also called texture plots, texture diagrams, texture ternary plots), classify and transform soil textures data",https://github.com/julienmoeys/soiltexture,,,,,,,,https://cran.r-project.org/web/packages/soiltexture/index.html,,,,,,julienmoeys,,,,,,Packages and libraries,R,Bits and bobs,,,,,,https://archive.org/details/github.com-julienmoeys-soiltexture_-_2020-03-09_15-35-09
sparch,A set of extra utilities that extend the functionlaity provided by core packages for spatial data management and analysis in R.,https://github.com/ahb108/sparch,,,,,,,,,,,,,,ahb108,,,,,,Packages and libraries,R,Bits and bobs,,,,,,https://archive.org/details/github.com-ahb108-sparch_-_2021-02-01_09-55-02
MtreeRing,A tool for automatically measuring tree-ring width using image processing techniques.,https://github.com/ropensci/MtreeRing,,,,,,,,,,,https://ropensci.github.io/MtreeRing/,,,ropensci,,,,,,Packages and libraries,R,Bits and bobs,Dendrochronology,,,,,https://archive.org/details/github.com-ropensci-MtreeRing_-_2020-06-09_18-41-07
qrcode-storage,"Scripts to create QR-Code images for storage boxes. Each box has an associated web page describing its content, and the QR-Code serves as a short-link from the physical object to the web page.",,,,,,,,,,,https://codeberg.org/steko/qrcode-storage,,,,steko,,,,,,Scripts,Python,Bits and bobs,,,,,,https://archive.org/details/codeberg.org-steko-qrcode-storage_-_2020-06-22_14-11-12
GmAMisc,"A collection of functions that built in different points in time. The functions' aim spans from univariate outlier detection, to permutation t test, permutation chi-square test, calculation of Brainerd-Robinson similarity coefficient, validation of logistic regression models, point pattern analysis, and more.",https://github.com/gianmarcoalberti/GmAMisc,,,,,,,,,,,,,,gianmarcoalberti,,,,,,Packages and libraries,R,Bits and bobs,,,,,,https://archive.org/details/github.com-gianmarcoalberti-GmAMisc_-_2018-07-10_14-35-11
QGIS-scripts,Some scripts that could be useful for QGIS users.,https://github.com/zoran-cuckovic/QGIS-scripts,,,,,,,,,,,,,,zoran-cuckovic,,,,,,Packages and libraries,QGIS,Bits and bobs,,,,,,https://archive.org/details/github.com-zoran-cuckovic-QGIS-scripts_-_2018-07-21_22-11-13
Sériation de matrice en présence/absence,Excel file containing macro commands making it possible to transform a 1/0 table (presence / absence) into a graphic matrix treated by matrix permutations; it is possible to take into account the uncertain presence of a character. The instructions for use are contained in the file.,,,,,,,,,,,,https://abp.hypotheses.org/le-programme-bassin-parisien/les-projets/les-projets-associes-au-programme/outils-danalyse-graphique-des-donnees,,,Bruno Desachy,,,,,,Scripts,Microsoft Excel,Bits and bobs,Seriation,,,,,
calibrator,Small command line tool for 14C calibration.,https://github.com/ISAAKiel/calibrator,,,,,,,,,,,https://isaakiel.github.io/calibrator/,,,ISAAKiel,,,,,,Standalone software,,"Radiocarbon dating, calibration and sequencing",,,,,,https://archive.org/details/github.com-ISAAKiel-calibrator_-_2020-07-08_15-16-12
radon,Backend for one of the largest 14C-Database online.,https://github.com/ISAAKiel/radon,,,,,,,,,,,https://radon.ufg.uni-kiel.de/,,,ISAAKiel,,,,,,Products,,"Radiocarbon dating, calibration and sequencing",,,,,,https://archive.org/details/github.com-ISAAKiel-radon_-_2020-07-08_15-18-49
Analysing-Archaeological-Radiocabon-Ages-Using-R,Practice some techniques for analysing archaeological radiocabon ages using R.,https://github.com/benmarwick/Analysing-Archaeological-Radiocabon-Ages-Using-R,,,,,,,,,,,,,,benmarwick,,,,,,Guides,,"Radiocarbon dating, calibration and sequencing",Educational resources and practical guides,,,,,https://archive.org/details/github.com-benmarwick-Analysing-Archaeological-Radiocabon-Ages-Using-R_-_2020-07-19_00-54-45
rintchron,"rintchron provides an R interface to IntChron, an indexing service and exchange format for chronological data such as radiocarbon dates.",https://github.com/joeroe/rintchron,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",API interfaces and web scrapers,,,,,https://archive.org/details/github.com-joeroe-rintchron_-_2021-01-20_16-36-37
archeofrag,R package for the analysis of the fragmentation of archeological objects.,https://github.com/sebastien-plutniak/archeofrag,,,,,,,,https://cran.r-project.org/package=archeofrag,,,https://github.com/sebastien-plutniak/archeofrag,10.1016/j.jas.2021.105501,,sebastien-plutniak,,,,,,Packages and libraries,R,Spatial analysis,Simulation,Statistical analysis,,,,https://archive.org/details/github.com-sebastien-plutniak-archeofrag_-_2020-11-30_13-30-27
coproID,"CoproID helps you to identify the ""true maker"" of Illumina sequenced Coprolites/Paleofaeces by checking the microbiome composition and the endogenous DNA.",https://github.com/maxibor/coproID,,,,,,,,,,,https://coproid.readthedocs.io/en/latest/,,,maxibor,nf-core,,,,,Packages and libraries,Nextflow,Palaeobotany,Archaeogenetics,,,,,https://archive.org/details/github.com-maxibor-coproID_-_2020-04-29_11-22-45
opencontext,An R API client for the Open Context archaeological data repository.,https://github.com/ropensci/opencontext,,,,,,,,,,,https://docs.ropensci.org/opencontext/,,,ropensci,,,,,,Packages and libraries,R,API interfaces and web scrapers,,,,,,https://archive.org/details/github.com-ropensci-opencontext_-_2020-05-13_14-44-02
archstopmo,An Archaeology Stop Motion Movie Festival!,https://github.com/shawngraham/archstopmo,,,,,,,https://electricarchaeology.ca/2020/05/01/archstopmo-the-2020-edition/,,,,,,,shawngraham,,,,,,Products,,Public archaeology,,,,,,https://archive.org/details/github.com-shawngraham-archstopmo_-_2020-04-05_17-08-45
allen.archaeology,Allen's Interval Algebra for Archaeologists.,https://github.com/tsdye/allen.archaeology,,,,,,,,,,,,,,tsdye,,,,,,Packages and libraries,R,Statistical analysis,,,,,,https://archive.org/details/github.com-tsdye-allen.archaeology_-_2021-01-08_18-37-11
demjanp,Radiocarbon Dating Resolution Calculator.,https://github.com/demjanp/Res14C,,,,,,,,,,,,,,demjanp,,,,,,Packages and libraries,Python,"Radiocarbon dating, calibration and sequencing",,,,,,https://archive.org/details/github.com-demjanp-Res14C_-_2020-06-05_11-05-56
Arran,A benchmark dataset for automated detection of archaeological sites on LiDAR data.,https://github.com/ickramer/Arran,,,,,,,,,,,,,,ickramer,,,,,,Lists and datasets,,LiDAR,Aerial and satellite imagery,,,,,https://archive.org/details/github.com-ickramer-Arran_-_2020-01-09_19-22-36
arkhe,A Collection of R S4 Classes that Represent Archaeological Data.,https://github.com/tesselle/arkhe,,,,,,,,https://cloud.r-project.org/package=arkhe,,,https://packages.tesselle.org/arkhe/,,10.5281/zenodo.3526659,nfrerebeau,tesselle,,,,,Packages and libraries,R,Schemas and ontologies,,,,,,https://archive.org/details/github.com-tesselle-arkhe_-_2021-01-26_18-26-42
era,R package for year-based time scales,https://github.com/joeroe/era,,,,,,,,https://CRAN.R-project.org/package=era,,,https://era.joeroe.io/,,,joeroe,,,,,,Packages and libraries,R,Schemas and ontologies,,,,,,https://archive.org/details/github.com-joeroe-era_-_2021-02-02_13-48-22
tfqar,Tools for Quantitative Archaeology - in R.,https://github.com/sslarch/tfqar,,,,,,,,,,,http://tfqa.com/,,,sslarch,,,,,,Packages and libraries,R,Statistical analysis,,,,,,https://archive.org/details/github.com-sslarch-tfqar_-_2020-11-06_14-44-53
AncientMetagenomeDir,Repository containing lists of all published ancient metagenome samples (and related).,https://github.com/SPAAM-community/AncientMetagenomeDir,,,,,,,,,,,,,,SPAAM-community,,,,,,Lists and datasets,,Archaeogenetics,Palaeobotany,Lists,,,,https://archive.org/details/github.com-SPAAM-community-AncientMetagenomeDir_-_2021-02-02_19-45-27
arches,"Arches is a web platform for creating, managing, & visualizing geospatial data. Arches was inspired by the needs of the Cultural Heritage community, particularly the widespread need of organizations to build & manage cultural heritage inventories.",https://github.com/archesproject/arches,,,,,,,,,,,https://www.archesproject.org/,,,archesproject,,,,,,Standalone software,,Data management,,,,,,https://archive.org/details/github.com-archesproject-arches_-_2021-02-04_04-54-27
Potential datasets for PhD projects,A Google Doc with different archaeological and anthropological datasets and resources for students who need to make changes to their project due to COVID-19,,,,,,,,,,,,https://docs.google.com/document/d/1BuIJ0ZXzzh838qvMOu59dLCCEz9xE3JnC76oHN-kMTU/edit,,,Taryn Bell,,,,,,Lists and datasets,,Lists,,,,,,
ADMUR,"Tools to directly model underlying population dynamics using chronological datasets (radiocarbon and other) with a variety of models, including Continuous Piecewise Linear (CPL) model framework, and model comparison framework using BIC. Package also calibrates 14C samples, and generates Summed Probability Distributions (SPD). CPL modelling directly estimates the most likely population trajectory given a dataset, using SPD simulation analysis to generate a Goodness-of-fit test for the best selected model.",https://github.com/UCL/ADMUR,,,,,,,,,,,,https://royalsocietypublishing.org/doi/10.1098/rstb.2019.0723,10.1098/rstb.2019.0723,Adrian Timpson,Ramiro Barberena,Mark G. Thomas,César Méndez,Katie Manning,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-UCL-ADMUR_-_2021-01-27_11-48-18
Classical and ancient Linked Open Data,A list of linked open data repositories relating to classics and ancient history.,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1aAssGGswX2WNMllV4kMYexBGS8miCywbW5XdcIeE22c/edit#gid=1033348216,,,Gabriel Bodard,Paula Granados García,Sarah Middle,Elton Barker,,,Lists and datasets,,Lists,Datasets,,,,,
ODK-forms-archaeology,Forms for the Open Data Kit mobile data collection app.,https://github.com/isaacullah/ODK-forms-archaeology,,,,,,,,,,,,,,isaacullah,,,,,,Packages and libraries,Open Data Kit,Templates,Data collection,,,,,https://archive.org/details/github.com-isaacullah-ODK-forms-archaeology_-_2021-01-11_23-33-22
harris-matrix-data-package,A Data Package specification for archaeological stratigraphy data following the Harris Matrix convention.,,,,,,,,,,,https://codeberg.org/steko/harris-matrix-data-package,,,,steko,,,,,,"Specifications, protocols and schemas",,Harris matrix,Schemas and ontologies,,,,,https://archive.org/details/codeberg.org-steko-harris-matrix-data-package_-_2020-03-04_22-46-43
Fix-exif-artist,Fix the Exif.Image.Artist tag based on user input depending from the camera model. Useful if you have a bunch of photographs from different people all mixed up.,,,,,,,,,,,https://codeberg.org/steko/fix-exif-artist,,,,steko,,,,,,Scripts,Python,Bits and bobs,,,,,,https://archive.org/details/codeberg.org-steko-fix-exif-artist_-_2020-03-25_20-46-58
tridas,"TRiDaS is a universal data exchange standard for the dendrochronology community. This project contains the data standard itself as well as libraries and tools useful for reading, writing and converting dendro data files.",,,,,,,,,,,https://codeberg.org/steko/tridas,https://sourceforge.net/projects/tridas/,,,steko,,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,Dendrochronology,,,,,https://archive.org/details/codeberg.org-steko-tridas_-_2020-02-10_16-10-11
expotime,What is the correlation between the exposure time of your photographs and the time of the day?,,,,,,,,,,,https://codeberg.org/steko/expotime,,,,steko,,,,,,Scripts,Python,Photography,,,,,,https://archive.org/details/codeberg.org-steko-expotime_-_2020-08-08_08-20-45
zoolog,Manipulate log-ratios (also known as log size index (LSI) values) from measurements obtained on zooarchaeological material.,https://github.com/josempozo/zoolog,,,,,,,,https://cran.r-project.org/web/packages/zoolog/index.html,,,https://josempozo.github.io/zoolog/,,,josempozo,Silvia Valenzuela-Lamas,Angela Trentacoste,Ariadne Nieto-Espinet,Silvia Guimarães Chiarelli,,Packages and libraries,R,Zooarchaeology,,,,,,https://archive.org/details/github.com-josempozo-zoolog_-_2021-02-25_14-11-16
iconr,"Set of formal methods for studying archaeological iconographic datasets (rock-art, pottery decoration, stelae, etc.) using network and spatial analysis.",https://github.com/zoometh/iconr,,,,,,,,,,,https://zoometh.github.io/iconr/articles/index.html,,,zoometh,josempozo,Craig Alexander,,,,Packages and libraries,R,Iconography,,,,,,https://archive.org/details/github.com-zoometh-iconr_-_2021-03-01_18-06-08
heurist,"A web-based data management infrastructure that allows researchers to design, create, manage, analyse and publish their own richly-structured database(s) through a simple web interface, without the need for programmers or consultants.",https://github.com/HeuristNetwork/heurist,,,,,,,,,,,http://heuristnetwork.org/,,,HeuristNetwork,,,,,,Standalone software,,Data management,,,,,,https://archive.org/details/github.com-HeuristNetwork-heurist_-_2021-03-01_11-18-04
anthropmmd,"An R package for Smith's Mean Measure of Divergence (MMD), with a graphical user interface, facilities for trait selection and graphical representations.",https://github.com/frederic-santos/anthropmmd,,,,,,,,,,,,,10.1002/ajpa.23336,frederic-santos,,,,,,Packages and libraries,R,Cultural evolution,Statistical analysis,,,,,https://archive.org/details/github.com-frederic-santos-anthropmmd_-_2020-09-22_11-43-32
rdss,An R package to facilitate the use of Murail et al.'s (1999) approach of sex estimation in past populations.,https://github.com/frederic-santos/rdss,,,,,,,,,,,,,10.1002/oa.2957,frederic-santos,,,,,,Packages and libraries,R,Cultural evolution,Statistical analysis,,,,,https://archive.org/details/github.com-frederic-santos-rdss_-_2021-01-21_10-05-28
3D-ORGAN,3D reconstruction of incomplete archaeological objects using a generative adversarial network (GAN).,https://github.com/renato145/3D-ORGAN,,,,,,,,,,,,https://dl.acm.org/doi/abs/10.1145/3208159.3208173,10.1145/3208159.3208173,Renato Hermoza,Ivan Sipiran,,,,,Scripts,Python,3D modelling,,,,,,https://archive.org/details/github.com-renato145-3D-ORGAN_-_2020-02-20_02-43-58
map-of-Ancient-Egypt,Known pyramids of Ancient Egypt using python + OpenStreetMap.,https://github.com/LSIND/map-of-Ancient-Egypt,,,,,,,,,,,,,,LSIND,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-LSIND-map-of-Ancient-Egypt_-_2020-02-08_23-45-07
unstruwwel,Detect and Parse Historic Dates in R.,https://github.com/stefanieschneider/unstruwwel,,,,,,,,,,,,,,stefanieschneider,,,,,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-stefanieschneider-unstruwwel_-_2021-01-20_07-46-30
MAX,An online tool for the comparative analysis of museum databases.,https://github.com/stefanieschneider/MAX,,,,,,,,,,,https://www.max.gwi.uni-muenchen.de/,,,stefanieschneider,Hubertus Kohle,Severin Burg,Helmut Küchenhoff,,,Standalone software,,Museums,,,,,,https://archive.org/details/github.com-stefanieschneider-MAX_-_2020-10-20_11-38-03
HumanOS,A mobile application for the intuitive recording of human bones from archaeological sites.,,,,,,,,,,,,https://www.humanos.cnrs.fr/,https://polipapers.upv.es/index.php/var/article/view/13422,10.4995/var.2020.13422,Rozenn Colleter,Jean-Baptiste Romain,Jean-Baptiste Barreau,,,,Packages and libraries,Mobile app,Zooarchaeology,Data management,,,,,
ArchAIDE,Tool for the automatic recognition of archaeological pottery.,https://github.com/barak-itkin/archaide-software,,,,,,,,,,,http://www.archaide.eu/,,,barak-itkin,,,,,,Standalone software,,Shape recognition,Ceramic analysis,,,,,https://archive.org/details/github.com-barak-itkin-archaide-software_-_2021-02-27_14-51-52
Archaeo-Term,Multilingual glossary designed to enhance access to archaeological data.,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1KYh9UUZTsc7BWfXh7YTqQqRz84cnJl3Y/edit#gid=802915297,https://unora.unior.it/handle/11574/195235,,Johanna Monti,Maria Pia di Buono,Giulia Speranza,Raffaele Manna,,,"Specifications, protocols and schemas",,Schemas and ontologies,,,,,,
